Collection_year,Region,Water_body,Sample_source,Seawater_freshwater,Seafood_type,Trophic_class,Trophic_level,log_weight,Wet_dry,Raw_cooked,log_mean_mehg,Precipitation_yearsum_mm,Ten_metre_wind_speed,Potential_evaporation_m,Surface_net_downward_shortwave_flux,log_hg_em_lag2,log_co2_em,log_ch4_em,Two_m_temperature_yearmax_runmean_K
2012,South_West_China,River,Wild,Freshwater,Finfish,Omnivore,2,2.474216264,Wet,Raw,0.824357523,920.4327129,1.134923577,-0.002539556,10987637,2.70467092,4.396063268,2.388584267,306.2651672
2012,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,3.3,2.667452953,Wet,Raw,1.312369322,920.4327129,1.134923577,-0.002539556,10987637,2.70467092,4.396063268,2.388584267,306.2651672
2012,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,3.7,1.447158031,Wet,Raw,1.326432219,920.4327129,1.134923577,-0.002539556,10987637,2.70467092,4.396063268,2.388584267,306.2651672
2012,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,3.5,1.041392685,Wet,Raw,1.478220066,920.4327129,1.134923577,-0.002539556,10987637,2.70467092,4.396063268,2.388584267,306.2651672
2012,South_West_China,River,Wild,Freshwater,Finfish,Omnivore,3.1,2.767897616,Wet,Raw,1.516326136,920.4327129,1.134923577,-0.002539556,10987637,2.70467092,4.396063268,2.388584267,306.2651672
2012,South_West_China,River,Wild,Freshwater,Finfish,Omnivore,2,2.667452953,Wet,Raw,1.199552271,920.4327129,1.134923577,-0.002539556,10987637,2.70467092,4.396063268,2.388584267,306.2651672
2012,South_West_China,River,Wild,Freshwater,Finfish,Omnivore,2.8,1,Wet,Raw,1.378718674,920.4327129,1.134923577,-0.002539556,10987637,2.70467092,4.396063268,2.388584267,306.2651672
2012,South_West_China,River,Wild,Freshwater,Finfish,Omnivore,3.3,1.255272505,Wet,Raw,1.402777286,920.4327129,1.134923577,-0.002539556,10987637,2.70467092,4.396063268,2.388584267,306.2651672
2012,South_West_China,River,Wild,Freshwater,Finfish,Omnivore,3.3,2.769377326,Wet,Raw,1.656849129,920.4327129,1.134923577,-0.002539556,10987637,2.70467092,4.396063268,2.388584267,306.2651672
2012,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,3.2,2.243038049,Wet,Raw,1.747945877,920.4327129,1.134923577,-0.002539556,10987637,2.70467092,4.396063268,2.388584267,306.2651672
2012,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,4.4,3.096910013,Wet,Raw,0.90070259,920.4327129,1.134923577,-0.002539556,10987637,2.70467092,4.396063268,2.388584267,306.2651672
2012,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,4.5,2.214843848,Wet,Raw,1.76945611,920.4327129,1.134923577,-0.002539556,10987637,2.70467092,4.396063268,2.388584267,306.2651672
2012,South_West_China,River,Wild,Freshwater,Finfish,Omnivore,3.9,2.604039531,Wet,Raw,1.902894771,920.4327129,1.134923577,-0.002539556,10987637,2.70467092,4.396063268,2.388584267,306.2651672
2013,North_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,3.1,2.721645766,Dry,Raw,1.217483944,596.1020105,2.728787184,-0.003233473,12775739,2.693348728,6.846335875,3.577859295,305.5917969
2013,North_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2,1.184691431,Dry,Raw,1.383529589,596.1020105,2.728787184,-0.003233473,12775739,2.693348728,6.846335875,3.577859295,305.5917969
2013,North_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2.8,1.120573931,Dry,Raw,1.383529589,596.1020105,2.728787184,-0.003233473,12775739,2.693348728,6.846335875,3.577859295,305.5917969
2013,North_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2,3.003460532,Dry,Raw,1.190331698,596.1020105,2.728787184,-0.003233473,12775739,2.693348728,6.846335875,3.577859295,305.5917969
2013,North_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,2.8,3.246990699,Dry,Raw,1.364844683,596.1020105,2.728787184,-0.003233473,12775739,2.693348728,6.846335875,3.577859295,305.5917969
2015,South_China,River,Wild,Freshwater,Finfish,Omnivore,3.1,2.445401309,Wet,Raw,1.440545748,2016.871199,3.004180908,-0.003144022,10744779,2.670675978,4.185335304,2.776878365,306.120697
2015,South_China,River,Wild,Freshwater,Finfish,Omnivore,2.9,1.961676529,Wet,Raw,1.422725124,2016.871199,3.004180908,-0.003144022,10744779,2.670675978,4.185335304,2.776878365,306.120697
2015,South_China,River,Wild,Freshwater,Finfish,Omnivore,2,2.779352803,Wet,Raw,0.852942421,2016.871199,3.004180908,-0.003144022,10744779,2.670675978,4.185335304,2.776878365,306.120697
2015,South_China,River,Wild,Freshwater,Finfish,Carnivore,3.2,2.445401309,Wet,Raw,1.186761512,2016.871199,3.004180908,-0.003144022,10744779,2.670675978,4.185335304,2.776878365,306.120697
2015,South_China,River,Wild,Freshwater,Finfish,Omnivore,2,2.236467557,Wet,Raw,1.261193742,2016.871199,3.004180908,-0.003144022,10744779,2.670675978,4.185335304,2.776878365,306.120697
2015,South_China,River,Wild,Freshwater,Finfish,Omnivore,2,2.231871211,Wet,Raw,1.242943579,2016.871199,3.004180908,-0.003144022,10744779,2.670675978,4.185335304,2.776878365,306.120697
2015,South_China,River,Wild,Freshwater,Finfish,Omnivore,2,2.891177756,Wet,Raw,1.657386469,2016.871199,3.004180908,-0.003144022,10744779,2.670675978,4.185335304,2.776878365,306.120697
2015,South_China,River,Wild,Freshwater,Finfish,Herbivore,2.1,2.213258842,Wet,Raw,1.716317242,2016.871199,3.004180908,-0.003144022,10744779,2.670675978,4.185335304,2.776878365,306.120697
2015,South_China,River,Wild,Freshwater,Finfish,Carnivore,3.3,1.973864403,Wet,Raw,1.442591012,2016.871199,3.004180908,-0.003144022,10744779,2.670675978,4.185335304,2.776878365,306.120697
2015,South_China,River,Wild,Freshwater,Finfish,Carnivore,2.8,3.189467998,Wet,Raw,2.10118977,2016.871199,3.004180908,-0.003144022,10744779,2.670675978,4.185335304,2.776878365,306.120697
2015,South_China,River,Wild,Freshwater,Finfish,Carnivore,3.3,0.91783199,Wet,Raw,0.1773178,2016.871199,3.004180908,-0.003144022,10744779,2.670675978,4.185335304,2.776878365,306.120697
2015,South_China,River,Wild,Freshwater,Finfish,Herbivore,2.2,2.404082519,Wet,Raw,1.072204107,2016.871199,3.004180908,-0.003144022,10744779,2.670675978,4.185335304,2.776878365,306.120697
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2,2.824699775,Wet,Raw,1.102121246,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2,2.817291524,Wet,Raw,1.352015197,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,2.8,3.281769891,Wet,Raw,1.439897969,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2.8,1.505388739,Wet,Raw,1.573795453,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2,2.434310608,Wet,Raw,1.732262688,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,3.1,2.227252389,Wet,Raw,1.78240338,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2,1.904796976,Wet,Raw,1.6277128,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.4,2.34055962,Wet,Raw,1.577807841,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.5,2.6376134,Wet,Raw,1.738488281,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,3.3,1.973864403,Wet,Raw,1.567301445,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,3.3,1.515279376,Wet,Raw,1.570559984,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.5,2.441718859,Wet,Raw,1.508025054,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.2,1.319154204,Wet,Raw,1.709480571,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.2,2.492010814,Wet,Raw,1.6277128,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,3.3,2.911588933,Wet,Raw,1.775716592,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,4.4,2.776768541,Wet,Raw,1.804336003,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,4.5,2.874991729,Wet,Raw,1.893782041,1142.976992,1.315637112,-0.002281374,9649241,2.70467092,4.586469152,3.30041069,306.7243958
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2,2.29426965,Wet,Raw,1.044316969,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2,2.753186389,Wet,Raw,1.313795246,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,2.8,3.177692547,Wet,Raw,1.471212138,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2.8,1.525067517,Wet,Raw,1.516326136,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2,2.311365993,Wet,Raw,1.727681115,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,3.1,2.628574603,Wet,Raw,1.731692497,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2,2.038223773,Wet,Raw,1.420024921,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.4,2.254632485,Wet,Raw,1.554029861,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.5,2.488505997,Wet,Raw,1.671400543,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,3.3,1.891678054,Wet,Raw,1.548951941,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,3.3,1.319154204,Wet,Raw,1.546391665,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.5,2.344657444,Wet,Raw,1.743519614,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.2,1.454319699,Wet,Raw,1.671400543,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.2,2.492010814,Wet,Raw,1.524479122,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,3.3,2.546388254,Wet,Raw,1.786976039,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,4.4,2.726274393,Wet,Raw,1.919837196,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,4.5,2.99321422,Wet,Raw,1.845275578,1153.503992,1.327678323,-0.002385088,10153807,2.70467092,4.691827364,2.686011182,307.1957092
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2,2.552970491,Wet,Raw,1.036548939,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2,2.452723416,Wet,Raw,1.287422078,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,2.8,3.252515073,Wet,Raw,1.386070169,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2.8,1.475079813,Wet,Raw,1.457905251,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2,2.634610068,Wet,Raw,1.703451353,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,3.1,2.438021997,Wet,Raw,1.638333141,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,2,2.155114509,Wet,Raw,1.555710039,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.4,2.419317481,Wet,Raw,1.544676811,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.5,2.726274393,Wet,Raw,1.623394581,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,3.3,2.231871211,Wet,Raw,1.475229817,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,3.3,1.57254219,Wet,Raw,1.436645228,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.5,2.578850114,Wet,Raw,1.555710039,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.2,1.282108391,Wet,Raw,1.650760108,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,3.2,2.492010814,Wet,Raw,1.646655217,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Omnivore,3.3,2.79977624,Wet,Raw,1.720136683,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,4.4,2.739826234,Wet,Raw,1.892178502,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2012,South_West_China,Reservoir,Wild,Freshwater,Finfish,Carnivore,4.5,3.009535096,Wet,Raw,1.7874813,1191.067994,1.241971135,-0.002312221,10996561,2.70467092,4.742566439,2.44922606,303.744812
2011,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,2.9,2.637289548,Dry,Raw,3.013258665,520.1408453,1.748908401,-0.002983285,16634993,2.694226912,3.236474279,2.005768035,292.2737122
2011,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,2.9,2.603144373,Dry,Raw,3.063708559,1198.414229,1.122652411,-0.001682304,9721949,2.694226912,3.115598852,0.954533163,286.8058472
2011,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,2.9,2.563243701,Dry,Raw,3.292477594,785.4369096,2.007237434,-0.002702778,16458895,2.694226912,3.009941158,1.400516409,287.4970093
2011,South_China,River,Wild,Freshwater,Finfish,Herbivore,2.5,2.224533063,Wet,Raw,0.794308612,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Omnivore,2.8,1.947433722,Wet,Raw,1.066858923,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Herbivore,2.5,1.631443769,Wet,Raw,0.864122425,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Carnivore,3.3,1.764176132,Wet,Raw,0.75735855,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Omnivore,3,1.167317335,Wet,Raw,1.338729142,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Herbivore,2.6,1.716837723,Wet,Raw,0.75735855,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Herbivore,2,1.28780173,Wet,Raw,0.848629142,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Omnivore,3.3,1.746634199,Wet,Raw,0.794308612,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Omnivore,3.5,1.519827994,Wet,Raw,1.130624991,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Omnivore,3.3,1.419955748,Wet,Raw,1.384853103,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Carnivore,4.6,1.004321374,Wet,Raw,1.239773954,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Omnivore,3.6,2.096562438,Wet,Raw,1.305172196,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Carnivore,3.6,1.599883072,Wet,Raw,1.15745484,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Carnivore,4.2,1.301029996,Wet,Raw,1.542955498,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Omnivore,3.5,1.290034611,Wet,Raw,1.159454878,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Omnivore,3.6,1.677606953,Wet,Raw,1.396880326,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Carnivore,4,1.987666265,Wet,Raw,1.226181633,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2011,South_China,River,Wild,Freshwater,Finfish,Carnivore,4,1.899820502,Wet,Raw,1.231326244,1265.476607,2.851749182,-0.004132595,13716348,2.694226912,5.741671495,3.518140043,306.6868286
2014,South_West_China,River,Wild,Freshwater,Finfish,Herbivore,2.3,3.416224317,Wet,Raw,1.506066245,1635.020524,1.345836043,-0.002307467,9981064,2.677100498,4.726762251,2.682274177,307.0783386
2014,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,4.2,2.131073048,Wet,Raw,1.82698101,1635.020524,1.345836043,-0.002307467,9981064,2.677100498,4.726762251,2.682274177,307.0783386
2014,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,4.4,2.479128838,Wet,Raw,1.744685664,1635.020524,1.345836043,-0.002307467,9981064,2.677100498,4.726762251,2.682274177,307.0783386
2014,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,3.8,2.417787127,Wet,Raw,1.671205199,1635.020524,1.345836043,-0.002307467,9981064,2.677100498,4.726762251,2.682274177,307.0783386
2014,South_West_China,River,Wild,Freshwater,Finfish,Omnivore,2,1.916137983,Wet,Raw,1.394261361,1635.020524,1.345836043,-0.002307467,9981064,2.677100498,4.726762251,2.682274177,307.0783386
2014,South_West_China,River,Wild,Freshwater,Finfish,Omnivore,2,2.643008284,Wet,Raw,1.471010324,1635.020524,1.345836043,-0.002307467,9981064,2.677100498,4.726762251,2.682274177,307.0783386
2014,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,3.5,2.087568476,Wet,Raw,1.467870755,1635.020524,1.345836043,-0.002307467,9981064,2.677100498,4.726762251,2.682274177,307.0783386
2014,South_West_China,River,Wild,Freshwater,Finfish,Omnivore,2.7,2.293605603,Wet,Raw,1.858304382,1635.020524,1.345836043,-0.002307467,9981064,2.677100498,4.726762251,2.682274177,307.0783386
2014,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,3.1,2.20341368,Wet,Raw,1.334530787,1635.020524,1.345836043,-0.002307467,9981064,2.677100498,4.726762251,2.682274177,307.0783386
2014,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,3.2,2.573950192,Wet,Raw,1.659061598,1635.020524,1.345836043,-0.002307467,9981064,2.677100498,4.726762251,2.682274177,307.0783386
2014,South_West_China,River,Wild,Freshwater,Finfish,Carnivore,3.9,2.154423973,Wet,Raw,1.597434333,1635.020524,1.345836043,-0.002307467,9981064,2.677100498,4.726762251,2.682274177,307.0783386
2014,North_East_China,River,Wild,Freshwater,Finfish,Omnivore,2,2.544068044,Wet,Raw,2.197567235,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Omnivore,3.1,3.122215878,Wet,Raw,2.033386046,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Omnivore,2,3.222716471,Wet,Raw,1.251344396,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Omnivore,2,3.330007701,Wet,Raw,2.042146853,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Carnivore,2.8,3.552668216,Wet,Raw,1.851024183,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Carnivore,4.4,2.851258349,Wet,Raw,2.255493789,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Carnivore,4.5,3.010299957,Wet,Raw,2.189257768,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Carnivore,4.3,2.823474229,Wet,Raw,2.116708471,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Carnivore,3.7,3.452093249,Wet,Raw,1.074132414,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Carnivore,3.5,1.986771734,Wet,Raw,2.002907549,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Omnivore,3.3,1.785329835,Wet,Raw,2.061958355,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Omnivore,3.5,1.414973348,Wet,Raw,2.176503226,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Carnivore,4.4,2.852479994,Wet,Raw,2.612183658,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Carnivore,3.5,1.84509804,Wet,Raw,1.976971053,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Carnivore,3.3,3.875061263,Wet,Raw,2.431018674,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Carnivore,3.8,2.269512944,Wet,Raw,2.033386046,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Omnivore,4.3,2.053078443,Wet,Raw,1.402777286,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,North_East_China,River,Wild,Freshwater,Finfish,Carnivore,2.5,1.949390007,Wet,Raw,2.094042268,733.634904,3.179487228,-0.002375118,10779162,2.677100498,4.284983121,1.553819938,300.1706848
2014,South_West_China,Lake,Wild,Freshwater,Finfish,Omnivore,2.9,1.940516485,Dry,Raw,1.899820502,792.8209752,2.373860359,-0.003119706,17584112,2.677100498,2.578627775,1.10387213,291.9132385
2014,South_West_China,Lake,Wild,Freshwater,Finfish,Omnivore,2.9,1.809559715,Dry,Raw,1.846955325,792.8209752,2.373860359,-0.003119706,17584112,2.677100498,2.578627775,1.10387213,291.9132385
