Collection_year,Water_body,Sample_source,Seawater_freshwater,Seafood_type,Trophic_class,Wet_dry,Raw_cooked,log_mean_mehg
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.80965855
2015,River,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,0.464026135
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.7808
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.876657523
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,2.418497122
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.784949393
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.678821593
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.95300259
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.636228725
2015,River,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,0.230574696
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.742406317
2015,River,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,1.425632452
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.80965855
2015,River,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,0.464026135
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.7808
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.876657523
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,2.418497122
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.784949393
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.678821593
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.95300259
2015,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.636228725
2015,Lake,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,0.230574696
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.742406317
2015,Lake,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,1.425632452
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.80965855
2015,Lake,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,0.464026135
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.7808
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.876657523
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,2.418497122
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.784949393
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.678821593
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.95300259
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.636228725
2015,Lake,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,0.230574696
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.742406317
2015,Lake,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,1.425632452
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.80965855
2015,Lake,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,0.464026135
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.7808
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.876657523
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,2.418497122
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.784949393
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.678821593
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.95300259
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.636228725
2015,Lake,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,0.230574696
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.742406317
2015,Lake,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,1.425632452
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.80965855
2015,Lake,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,0.464026135
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.7808
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.876657523
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,2.418497122
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.784949393
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.678821593
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.95300259
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.636228725
2015,Lake,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,0.230574696
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.742406317
2015,Lake,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,1.425632452
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.80965855
2015,Lake,Farmed,Freshwater,Finfish,Omnivore,Wet,Raw,0.464026135
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.7808
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.876657523
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,2.418497122
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.784949393
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.678821593
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.95300259
2015,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.636228725
2018,Wetland,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.691148912
2018,Wetland,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.629143187
2018,Reservoir,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,2.23319629
2018,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.340075264
2018,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.938719925
2019,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.7808
2019,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.045273864
2019,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.338729142
2019,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.759757548
2019,River,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.638225011
2019,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,0.617796667
2019,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.217476454
2019,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.251344396
2019,Lake,Wild,Freshwater,Finfish,Omnivore,Wet,Raw,1.049423257
