Sample_source,Seawater_freshwater,Seafood_type,Trophic_class,Wet_dry,Raw_cooked,MeHg_mean_ppb
Wild,Freshwater,Finfish,Carnivore,Wet,Raw,9.119402892
Wild,Freshwater,Finfish,Carnivore,Wet,Raw,6.036705648
Wild,Freshwater,Finfish,Carnivore,Wet,Raw,6.036705648
Wild,Freshwater,Finfish,Carnivore,Wet,Raw,6.67355928
Wild,Freshwater,Finfish,Carnivore,Wet,Raw,5.403179464
Wild,Freshwater,Finfish,Carnivore,Wet,Raw,5.403179464
Wild,Seawater,Finfish,Carnivore,Wet,Raw,30.14480534
Wild,Seawater,Finfish,Carnivore,Wet,Raw,26.37253911
Wild,Seawater,Finfish,Carnivore,Wet,Raw,24.9390741
Wild,Seawater,Finfish,Carnivore,Wet,Raw,38.94177653
Wild,Seawater,Finfish,Carnivore,Wet,Raw,23.64564397
Wild,Seawater,Finfish,Carnivore,Wet,Raw,45.0273471
Wild,Seawater,Finfish,Carnivore,Wet,Raw,61.44550928
Wild,Seawater,Finfish,Carnivore,Wet,Raw,89.74341457
Wild,Seawater,Finfish,Carnivore,Wet,Raw,82.49401194
Wild,Seawater,Finfish,Carnivore,Wet,Raw,82.49401194
Wild,Seawater,Finfish,Carnivore,Wet,Raw,53
Wild,Seawater,Finfish,Carnivore,Wet,Raw,158
Wild,Seawater,Finfish,Carnivore,Wet,Raw,84
Wild,Seawater,Finfish,Carnivore,Wet,Raw,62
Wild,Seawater,Finfish,Carnivore,Wet,Raw,134
Wild,Seawater,Finfish,Carnivore,Wet,Raw,117
Wild,Seawater,Finfish,Carnivore,Wet,Raw,53
Wild,Seawater,Finfish,Carnivore,Wet,Raw,158
Wild,Seawater,Finfish,Carnivore,Wet,Raw,84
Wild,Seawater,Finfish,Carnivore,Wet,Raw,62
Wild,Seawater,Finfish,Carnivore,Wet,Raw,134
Wild,Seawater,Finfish,Carnivore,Wet,Raw,117
Wild,Seawater,Finfish,Carnivore,Wet,Raw,53
Wild,Seawater,Finfish,Carnivore,Wet,Raw,158
Wild,Seawater,Finfish,Carnivore,Wet,Raw,84
Wild,Seawater,Finfish,Carnivore,Wet,Raw,62
Wild,Seawater,Finfish,Carnivore,Wet,Raw,134
Wild,Seawater,Finfish,Carnivore,Wet,Raw,117
Wild,Seawater,Finfish,Carnivore,Wet,Raw,53
Wild,Seawater,Finfish,Carnivore,Wet,Raw,158
Wild,Seawater,Finfish,Carnivore,Wet,Raw,84
Wild,Seawater,Finfish,Carnivore,Wet,Raw,62
Wild,Seawater,Finfish,Carnivore,Wet,Raw,134
Wild,Seawater,Finfish,Carnivore,Wet,Raw,117
Wild,Seawater,Finfish,Carnivore,Wet,Raw,154
Wild,Seawater,Finfish,Carnivore,Wet,Raw,125
Wild,Seawater,Finfish,Carnivore,Wet,Raw,283
Wild,Seawater,Finfish,Carnivore,Wet,Raw,631
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,26.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,19.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,25.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,9.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,50.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,33.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,7.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,37.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,10.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,12.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,5.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,33.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,23
Wild,Seawater,Finfish,Carnivore,Wet,Raw,57.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,49
Wild,Seawater,Finfish,Carnivore,Wet,Raw,34.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,18.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,39.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,86.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,28.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,74.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,13.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,22.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,35.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,33.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,48.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,29.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,46.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,119.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,39.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,22.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,14.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,12.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,47.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,20.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,127.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,87.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,28.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,4777.500637
Wild,Seawater,Finfish,Carnivore,Wet,Raw,5132.178305
Wild,Seawater,Finfish,Carnivore,Wet,Raw,5061.142447
Wild,Seawater,Finfish,Carnivore,Wet,Raw,5141.061238
Wild,Seawater,Finfish,Carnivore,Wet,Raw,4203.973702
Wild,Seawater,Finfish,Carnivore,Wet,Raw,5.403179464
Wild,Seawater,Finfish,Carnivore,Wet,Raw,6.036705648
Wild,Seawater,Finfish,Carnivore,Wet,Raw,13.17866334
Wild,Seawater,Finfish,Carnivore,Wet,Raw,15.83260114
Wild,Seawater,Finfish,Carnivore,Wet,Raw,36.29808039
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21
Wild,Seawater,Finfish,Carnivore,Wet,Raw,61.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,47.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,137
Wild,Seawater,Finfish,Carnivore,Wet,Raw,52.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,96.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,44.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,20
Wild,Seawater,Finfish,Carnivore,Wet,Raw,45
Wild,Seawater,Finfish,Carnivore,Wet,Raw,42.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,56.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,52.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,28.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,16.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,37.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,18.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,52.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21
Wild,Seawater,Finfish,Carnivore,Wet,Raw,61.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,47.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,137
Wild,Seawater,Finfish,Carnivore,Wet,Raw,52.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,96.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,44.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,20
Wild,Seawater,Finfish,Carnivore,Wet,Raw,45
Wild,Seawater,Finfish,Carnivore,Wet,Raw,42.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,56.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,52.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,28.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,16.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,37.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,18.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,52.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,198
Wild,Seawater,Finfish,Carnivore,Wet,Raw,295
Wild,Seawater,Finfish,Carnivore,Wet,Raw,55.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,86.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,100
Wild,Seawater,Finfish,Carnivore,Wet,Raw,188
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27
Wild,Seawater,Finfish,Carnivore,Wet,Raw,42.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,7.95614317
Wild,Seawater,Finfish,Carnivore,Wet,Raw,124.9156834
Wild,Seawater,Finfish,Carnivore,Wet,Raw,65.94469986
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.33035219
Wild,Seawater,Finfish,Carnivore,Wet,Raw,37.6883488
Wild,Seawater,Finfish,Carnivore,Wet,Raw,61.65939472
Wild,Seawater,Finfish,Carnivore,Wet,Raw,28.01553083
Wild,Seawater,Finfish,Carnivore,Wet,Raw,97.75146441
Wild,Seawater,Finfish,Carnivore,Wet,Raw,104.327988
Wild,Seawater,Finfish,Carnivore,Wet,Raw,96.29294612
Wild,Seawater,Finfish,Carnivore,Wet,Raw,23.91765925
Wild,Seawater,Finfish,Carnivore,Wet,Raw,11.86130338
Wild,Seawater,Finfish,Carnivore,Wet,Raw,48.19156011
Wild,Seawater,Finfish,Carnivore,Wet,Raw,414.9190949
Wild,Seawater,Finfish,Carnivore,Wet,Raw,23.23791301
Wild,Seawater,Finfish,Carnivore,Wet,Raw,102.1334568
Wild,Seawater,Finfish,Carnivore,Wet,Raw,2.910892288
Wild,Seawater,Finfish,Carnivore,Wet,Raw,32.14351266
Wild,Seawater,Finfish,Carnivore,Wet,Raw,15.83260114
Wild,Seawater,Finfish,Carnivore,Wet,Raw,30.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,30.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,30.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,30.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,22.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,22.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,22.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,22.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,20.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,20.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,20.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,20.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,12.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,12.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,12.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,12.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,15.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,15.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,15.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,15.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,26.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,26.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,26.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,26.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,39.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,39.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,39.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,39.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,16.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,16.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,16.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,16.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,10.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,10.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,10.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,10.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,32.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,32.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,32.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,32.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,14.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,14.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,14.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,14.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,8.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,8.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,8.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,8.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,36.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,36.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,36.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,36.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,16.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,16.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,16.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,16.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,22.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,22.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,22.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,22.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,17
Wild,Seawater,Finfish,Carnivore,Wet,Raw,17
Wild,Seawater,Finfish,Carnivore,Wet,Raw,17
Wild,Seawater,Finfish,Carnivore,Wet,Raw,17
Wild,Seawater,Finfish,Carnivore,Wet,Raw,122.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,122.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,122.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,122.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,62.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,62.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,62.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,62.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,40.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,40.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,40.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,40.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,59.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,59.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,59.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,59.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,209.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,209.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,209.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,209.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,34.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,34.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,34.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,34.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,58.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,58.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,58.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,58.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,56.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,56.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,56.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,56.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21
Wild,Seawater,Finfish,Carnivore,Wet,Raw,13.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,13.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,13.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,13.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,47.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,47.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,47.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,47.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,11.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,11.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,11.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,11.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,36.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,36.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,36.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,36.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,44.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,44.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,44.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,44.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27
Wild,Seawater,Finfish,Carnivore,Wet,Raw,24.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,24.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,24.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,24.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,62.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,58.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,122.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,11.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,12.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,40.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,36.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,30.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,44.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,56.3
Wild,Seawater,Finfish,Carnivore,Wet,Raw,14.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21
Wild,Seawater,Finfish,Carnivore,Wet,Raw,17
Wild,Seawater,Finfish,Carnivore,Wet,Raw,16.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,34.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,36.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,20.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,59.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,18.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,22.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,26.7
Wild,Seawater,Finfish,Carnivore,Wet,Raw,16.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,15.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,8.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,47.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,209.8
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27.4
Wild,Seawater,Finfish,Carnivore,Wet,Raw,39.6
Wild,Seawater,Finfish,Carnivore,Wet,Raw,27
Wild,Seawater,Finfish,Carnivore,Wet,Raw,30.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,13.2
Wild,Seawater,Finfish,Carnivore,Wet,Raw,24.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,18.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,21.9
Wild,Seawater,Finfish,Carnivore,Wet,Raw,8.5
Wild,Seawater,Finfish,Carnivore,Wet,Raw,120.2381547
Wild,Seawater,Finfish,Carnivore,Wet,Raw,46.27768984
Wild,Seawater,Finfish,Carnivore,Wet,Raw,45.53992208
Wild,Seawater,Finfish,Carnivore,Wet,Raw,55.03960764
Wild,Seawater,Finfish,Carnivore,Wet,Raw,40.73486005
Wild,Seawater,Finfish,Carnivore,Wet,Raw,44.34670327
Wild,Seawater,Finfish,Carnivore,Wet,Raw,22.14560649
Wild,Seawater,Finfish,Carnivore,Wet,Raw,46.27768984
Wild,Seawater,Finfish,Carnivore,Wet,Raw,79.30690352
Wild,Seawater,Finfish,Carnivore,Wet,Raw,38.31480791
Wild,Seawater,Finfish,Carnivore,Wet,Raw,23.86324383
Wild,Seawater,Finfish,Carnivore,Wet,Raw,65.86600841
Wild,Seawater,Finfish,Carnivore,Wet,Raw,26.80334474
Wild,Seawater,Finfish,Carnivore,Wet,Raw,84.60768477
Wild,Seawater,Finfish,Carnivore,Wet,Raw,15.71266713
Wild,Seawater,Finfish,Carnivore,Wet,Raw,4.773331466
Wild,Seawater,Finfish,Carnivore,Wet,Raw,3.526537942
Wild,Seawater,Finfish,Carnivore,Wet,Raw,2.910892288
Wild,Seawater,Finfish,Carnivore,Wet,Raw,2.301694759
Wild,Seawater,Finfish,Carnivore,Wet,Raw,1.700492404
Wild,Seawater,Finfish,Carnivore,Wet,Raw,1.700492404
Wild,Seawater,Finfish,Carnivore,Wet,Raw,2.301694759
Wild,Seawater,Finfish,Carnivore,Wet,Raw,2.301694759
Wild,Seawater,Finfish,Carnivore,Wet,Raw,9.249128898
Wild,Seawater,Finfish,Carnivore,Wet,Raw,4.773331466
Wild,Seawater,Finfish,Carnivore,Wet,Raw,4.147598106
Wild,Seawater,Finfish,Carnivore,Wet,Raw,2.910892288
Wild,Seawater,Finfish,Carnivore,Wet,Raw,3.526537942
Wild,Seawater,Finfish,Carnivore,Wet,Raw,2.910892288
Wild,Seawater,Finfish,Carnivore,Wet,Raw,4.147598106
Wild,Seawater,Finfish,Carnivore,Wet,Raw,6.67355928
Wild,Seawater,Finfish,Carnivore,Wet,Raw,3.526537942
Wild,Seawater,Finfish,Carnivore,Wet,Raw,3.526537942
Wild,Seawater,Finfish,Carnivore,Wet,Raw,3.526537942
Wild,Seawater,Finfish,Carnivore,Wet,Raw,4.773331466
Wild,Seawater,Finfish,Carnivore,Wet,Raw,76
Wild,Seawater,Finfish,Carnivore,Wet,Raw,51
Wild,Seawater,Finfish,Carnivore,Wet,Raw,26
Wild,Seawater,Finfish,Carnivore,Wet,Raw,75.27617142
Wild,Seawater,Finfish,Carnivore,Wet,Raw,28.35843403
Wild,Seawater,Finfish,Carnivore,Wet,Raw,9.1
Wild,Seawater,Finfish,Carnivore,Wet,Raw,0.062532039
Wild,Seawater,Finfish,Carnivore,Wet,Raw,4.829856519
Wild,Seawater,Finfish,Carnivore,Wet,Raw,1.640897348
Wild,Seawater,Finfish,Carnivore,Wet,Raw,1.569525365
Wild,Seawater,Finfish,Carnivore,Wet,Raw,1.676641716
