Sample_source,Seawater_freshwater,Seafood_type,Trophic_class,Wet_dry,Raw_cooked,MeHg_mean_ppb
Wild,Seawater,Finfish,Omnivore,Wet,Raw,14.5
Wild,Seawater,Finfish,Omnivore,Wet,Raw,27.8
Wild,Seawater,Finfish,Omnivore,Wet,Raw,14.5
Wild,Seawater,Finfish,Omnivore,Wet,Raw,27.8
Wild,Seawater,Finfish,Omnivore,Wet,Raw,7.313452166
Wild,Seawater,Finfish,Omnivore,Wet,Raw,48
Wild,Seawater,Finfish,Omnivore,Wet,Raw,48
Wild,Seawater,Finfish,Omnivore,Wet,Raw,48
Wild,Seawater,Finfish,Omnivore,Wet,Raw,48
Wild,Seawater,Finfish,Omnivore,Wet,Raw,42.2
Wild,Seawater,Finfish,Omnivore,Wet,Raw,42.2
Wild,Seawater,Finfish,Omnivore,Wet,Raw,42.2
Wild,Seawater,Finfish,Omnivore,Wet,Raw,42.2
Wild,Seawater,Finfish,Omnivore,Wet,Raw,10.7
Wild,Seawater,Finfish,Omnivore,Wet,Raw,42.2
Wild,Seawater,Finfish,Omnivore,Wet,Raw,48
Wild,Seawater,Finfish,Omnivore,Wet,Raw,92.74607309
Wild,Seawater,Finfish,Omnivore,Wet,Raw,27.43992397
Wild,Seawater,Finfish,Omnivore,Wet,Raw,21.70536362
Wild,Seawater,Finfish,Omnivore,Wet,Raw,16.09261273
Wild,Seawater,Finfish,Omnivore,Wet,Raw,5.403179464
Wild,Seawater,Finfish,Omnivore,Wet,Raw,3.526537942
Wild,Seawater,Finfish,Omnivore,Wet,Raw,9.677860698
Wild,Seawater,Finfish,Omnivore,Wet,Raw,9.860034988
Wild,Seawater,Finfish,Omnivore,Wet,Raw,4.52877844
Wild,Seawater,Finfish,Omnivore,Wet,Raw,2.788496823
Wild,Seawater,Finfish,Omnivore,Wet,Raw,1.297486974
