Collection_year,Water_body,Sample_source,Seawater_freshwater,Seafood_type,Trophic_class,Wet_dry,Raw_cooked,log_mean_mehg
2018,Lake,Farmed,Freshwater,Finfish,Carnivore,Wet,Raw,0.675778342
2018,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.0233014
2018,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,-0.2715
2018,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,0.362047729
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,2.431018674
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.731121593
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.576207111
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.656849129
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,2.431018674
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.731121593
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.576207111
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.656849129
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,2.431018674
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.731121593
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.576207111
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.656849129
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,2.431018674
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.731121593
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.576207111
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.656849129
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,2.431018674
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.731121593
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.576207111
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.656849129
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,2.431018674
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.731121593
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.576207111
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.656849129
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,2.431018674
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.731121593
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.576207111
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.656849129
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,2.431018674
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.731121593
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.576207111
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.656849129
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,2.431018674
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.731121593
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.576207111
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.656849129
2015,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2018,Wetland,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.581785308
2018,Wetland,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.336024945
2018,Wetland,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.568118261
2017,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.410187212
2013,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.949186503
2013,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.907694542
2013,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.23058898
2014,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.888408137
2014,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.801944945
2014,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.107349086
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,2.046659867
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.857863033
2015,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.222197835
2016,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.993526784
2016,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.974348254
2016,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.13888028
2017,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.782472309
2017,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.62017845
2017,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.285338931
2018,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,-2.926325265
2018,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,-3.111626156
2018,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,-2.692873805
2018,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,-2.609551363
2018,Pond,Farmed,Freshwater,Finfish,Carnivore,Wet,Raw,-2.926325265
2018,Pond,Farmed,Freshwater,Finfish,Carnivore,Wet,Raw,-2.609551363
2018,Pond,Farmed,Freshwater,Finfish,Carnivore,Wet,Raw,-2.609551363
2018,Pond,Farmed,Freshwater,Finfish,Carnivore,Wet,Raw,-3.428399464
2018,Pond,Farmed,Freshwater,Finfish,Carnivore,Wet,Raw,-2.424250592
2018,Pond,Farmed,Freshwater,Finfish,Carnivore,Wet,Raw,-2.692873805
2019,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,2.287024089
2019,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.916422425
2019,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.731121593
2019,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.876657523
2019,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,2.149873864
2019,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.282874696
2019,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,2.335174696
2019,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,0.692330205
2019,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,-0.203670858
2019,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,1.119871364
2019,River,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,0.959966403
2019,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,0.7808
2019,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,0.7808
2019,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,0.824357523
2019,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,0.732649393
2019,Lake,Wild,Freshwater,Finfish,Carnivore,Wet,Raw,0.732649393
