year,lon,lat,mehg_ppb
2045,75,37,91.84326495
2045,75,37.25,113.3639046
2045,75,37.5,63.73007485
2045,75,37.75,107.2299609
2045,75,38,78.82316933
2045,75,38.25,78.22778068
2045,75,38.5,79.12629175
2045,75,38.75,63.92503793
2045,75,39,111.957045
2045,75,39.25,58.73168196
2045,75,39.5,17.69370408
2045,75,39.75,23.34130686
2045,75,40,112.3829151
2045,75,40.25,105.8086492
2045,75.25,37,134.1156082
2045,75.25,37.25,108.5008299
2045,75.25,37.5,63.69830678
2045,75.25,37.75,54.3082694
2045,75.25,38,76.3916405
2045,75.25,38.25,81.01447118
2045,75.25,38.5,100.0588963
2045,75.25,38.75,75.63667372
2045,75.25,39,69.89164495
2045,75.25,39.25,31.19858189
2045,75.25,39.5,17.22889442
2045,75.25,39.75,20.00502407
2045,75.25,40,80.80131155
2045,75.25,40.25,63.19178048
2045,75.5,36.75,145.5481997
2045,75.5,37,63.76618755
2045,75.5,37.25,63.66223251
2045,75.5,37.5,63.12655544
2045,75.5,37.75,56.46406323
2045,75.5,38,111.0896387
2045,75.5,38.25,87.4907784
2045,75.5,38.5,78.96136351
2045,75.5,38.75,94.22796028
2045,75.5,39,28.12610754
2045,75.5,39.25,9.237153923
2045,75.5,39.5,6.89517116
2045,75.5,39.75,20.01200829
2045,75.5,40,56.00624208
2045,75.5,40.25,84.16157846
2045,75.5,40.5,78.60023927
2045,75.75,36.75,103.6591279
2045,75.75,37,108.5008299
2045,75.75,37.25,78.58326909
2045,75.75,37.5,77.79500834
2045,75.75,37.75,78.15610469
2045,75.75,38,62.33404178
2045,75.75,38.25,62.06235482
2045,75.75,38.5,96.31616376
2045,75.75,38.75,69.16765254
2045,75.75,39,24.49124166
2045,75.75,39.25,8.227488286
2045,75.75,39.5,18.85733072
2045,75.75,39.75,19.9820883
2045,75.75,40,14.45170447
2045,75.75,40.25,111.8769271
2045,76,36.25,117.0894876
2045,76,36.5,89.112651
2045,76,36.75,64.53951791
2045,76,37,64.83685676
2045,76,37.25,56.04926468
2045,76,37.5,78.46659569
2045,76,37.75,52.84195136
2045,76,38,85.23436791
2045,76,38.25,79.10313608
2045,76,38.5,67.64804963
2045,76,38.75,20.09900745
2045,76,39,20.97065883
2045,76,39.25,7.434719223
2045,76,39.5,8.722068081
2045,76,39.75,22.27023135
2045,76,40,19.10211845
2045,76,40.25,48.76817964
2045,76.25,36,170.8763686
2045,76.25,36.25,111.9948877
2045,76.25,36.5,109.3325353
2045,76.25,36.75,80.22974232
2045,76.25,37,66.64140786
2045,76.25,37.25,57.14306356
2045,76.25,37.5,48.89731039
2045,76.25,37.75,39.83713311
2045,76.25,38,35.99516959
2045,76.25,38.25,52.28921325
2045,76.25,38.5,30.49476722
2045,76.25,38.75,23.05589899
2045,76.25,39,13.00489808
2045,76.25,39.25,7.203779259
2045,76.25,39.5,13.49997393
2045,76.25,39.75,23.80220902
2045,76.25,40,21.85804404
2045,76.25,40.25,47.86369925
2045,76.5,36,138.4089052
2045,76.5,36.25,109.2803884
2045,76.5,36.5,104.287058
2045,76.5,36.75,62.89049174
2045,76.5,37,63.8320735
2045,76.5,37.25,59.74040191
2045,76.5,37.5,63.24061167
2045,76.5,37.75,28.36346567
2045,76.5,38,20.20272484
2045,76.5,38.25,20.43641004
2045,76.5,38.5,21.50635067
2045,76.5,38.75,13.23622056
2045,76.5,39,8.129761652
2045,76.5,39.25,13.58339394
2045,76.5,39.5,14.40420826
2045,76.5,39.75,16.04604953
2045,76.5,40,21.69737011
2045,76.5,40.25,39.28184586
2045,76.75,35.75,145.8687487
2045,76.75,36,90.79881416
2045,76.75,36.25,88.91174842
2045,76.75,36.5,79.57075165
2045,76.75,36.75,64.49874392
2045,76.75,37,58.09519455
2045,76.75,37.25,38.45227728
2045,76.75,37.5,30.27715682
2045,76.75,37.75,20.72267272
2045,76.75,38,21.8994172
2045,76.75,38.25,19.57388747
2045,76.75,38.5,10.02184172
2045,76.75,38.75,6.506575614
2045,76.75,39,8.228197541
2045,76.75,39.25,6.978770015
2045,76.75,39.5,6.485986983
2045,76.75,39.75,15.71441702
2045,76.75,40,23.36089338
2045,76.75,40.25,28.62445704
2045,76.75,40.5,106.1417157
2045,76.75,40.75,108.5008299
2045,77,35.75,119.3473507
2045,77,36,157.1397333
2045,77,36.25,84.76126996
2045,77,36.5,63.69830678
2045,77,36.75,82.12428679
2045,77,37,34.52195556
2045,77,37.25,30.65358131
2045,77,37.5,24.19548627
2045,77,37.75,22.96079236
2045,77,38,13.13996281
2045,77,38.25,11.91854067
2045,77,38.5,6.202920156
2045,77,38.75,8.340741989
2045,77,39,8.417198606
2045,77,39.25,9.472513367
2045,77,39.5,9.752661588
2045,77,39.75,15.44645633
2045,77,40,23.69848595
2045,77,40.25,22.97496869
2045,77,40.5,45.84337992
2045,77,40.75,108.9476458
2045,77,41,127.1260847
2045,77.25,35.75,157.1397333
2045,77.25,36,132.8255077
2045,77.25,36.25,110.5672666
2045,77.25,36.5,54.98768978
2045,77.25,36.75,82.41246193
2045,77.25,37,49.56287341
2045,77.25,37.25,30.51740259
2045,77.25,37.5,11.58451307
2045,77.25,37.75,15.82476914
2045,77.25,38,7.396058306
2045,77.25,38.25,6.637136905
2045,77.25,38.5,6.694051885
2045,77.25,38.75,14.63471157
2045,77.25,39,9.183500694
2045,77.25,39.25,9.315151132
2045,77.25,39.5,9.324927243
2045,77.25,39.75,15.73279183
2045,77.25,40,23.70920655
2045,77.25,40.25,24.20736343
2045,77.25,40.5,46.76332589
2045,77.25,40.75,108.9476458
2045,77.25,41,128.7250644
2045,77.5,35.5,219.5871324
2045,77.5,35.75,198.8831086
2045,77.5,36,108.5008299
2045,77.5,36.25,108.5008299
2045,77.5,36.5,63.69830678
2045,77.5,36.75,60.58609504
2045,77.5,37,49.56287341
2045,77.5,37.25,30.32132279
2045,77.5,37.5,9.528835139
2045,77.5,37.75,9.324425861
2045,77.5,38,9.568330817
2045,77.5,38.25,8.215434572
2045,77.5,38.5,13.11079035
2045,77.5,38.75,15.25026205
2045,77.5,39,13.0598015
2045,77.5,39.25,15.03954944
2045,77.5,39.5,8.466766386
2045,77.5,39.75,15.38495246
2045,77.5,40,24.41645904
2045,77.5,40.25,24.62341486
2045,77.5,40.5,43.11352803
2045,77.5,40.75,80.30097527
2045,77.5,41,128.7250644
2045,77.75,35.5,160.1325151
2045,77.75,35.75,113.5166545
2045,77.75,36,108.5008299
2045,77.75,36.25,110.5672666
2045,77.75,36.5,63.69830678
2045,77.75,36.75,63.69830678
2045,77.75,37,56.57850702
2045,77.75,37.25,26.96652946
2045,77.75,37.5,9.623555164
2045,77.75,37.75,9.147809473
2045,77.75,38,5.48923486
2045,77.75,38.25,8.152822657
2045,77.75,38.5,8.588761896
2045,77.75,38.75,9.249693956
2045,77.75,39,15.01831802
2045,77.75,39.25,14.94889367
2045,77.75,39.5,8.51636304
2045,77.75,39.75,14.59923
2045,77.75,40,19.40147199
2045,77.75,40.25,21.96291843
2045,77.75,40.5,35.59422302
2045,77.75,40.75,85.79006128
2045,77.75,41,108.5008299
2045,78,35.5,117.8136516
2045,78,35.75,108.610394
