year,lon,lat,mehg_ppb
2022,100,21.75,29.43027573
2022,100,22,5.048918096
2022,100,22.25,11.95477943
2022,100,22.5,11.23585285
2022,100,22.75,10.98745978
2022,100,23,11.27079849
2022,100,23.25,10.95616962
2022,100,23.5,11.23342962
2022,100,23.75,26.00569043
2022,100,24,21.28661308
2022,100,24.25,20.99377444
2022,100,24.5,8.314824727
2022,100,24.75,8.761015686
2022,100,25,30.8835793
2022,100,25.25,21.36303258
2022,100,25.5,6.745994133
2022,100,25.75,52.6987047
2022,100,26,7.438931836
2022,100,26.25,6.910301626
2022,100,26.5,6.62687331
2022,100,26.75,52.23895552
2022,100,27,56.3565541
2022,100,27.25,67.86544454
2022,100,27.5,65.50309957
2022,100,27.75,60.95194665
2022,100,28,63.39188001
2022,100,28.25,62.07027601
2022,100,28.5,62.70682079
2022,100,28.75,63.50151314
2022,100,29,64.37289454
2022,100,29.25,63.55295616
2022,100,29.5,67.20543642
2022,100,29.75,65.57861836
2022,100,30,63.4870091
2022,100,30.25,65.07136119
2022,100,30.5,64.85507937
2022,100,30.75,63.25335317
2022,100,31,63.35354289
2022,100,31.25,64.0717741
2022,100,31.5,63.34887161
2022,100,31.75,59.98992224
2022,100,32,96.44075616
2022,100,32.25,104.4186249
2022,100,32.5,87.39157708
2022,100,32.75,66.84554648
2022,100,33,81.90924149
2022,100,33.25,55.77840966
2022,100,33.5,100.5561858
2022,100,33.75,100.4791774
2022,100,34,64.70506604
2022,100,34.25,64.52578815
2022,100,34.5,61.68914087
2022,100,34.75,62.78849469
2022,100,35,62.05178409
2022,100,35.25,64.59566491
2022,100,35.5,69.91827431
2022,100,35.75,68.83577394
2022,100,36,58.62968641
2022,100,36.25,59.18432225
2022,100,36.5,65.10685131
2022,100,36.75,92.08808282
2022,100,37,115.8319489
2022,100,37.25,55.97668234
2022,100,37.5,62.84129747
2022,100,37.75,65.59057181
2022,100,38,58.39586745
2022,100,38.25,55.1890063
2022,100,38.5,58.97635237
2022,100,38.75,49.86749794
2022,100,39,28.70883788
2022,100,39.25,31.27230107
2022,100,39.5,22.71943188
2022,100,39.75,19.50227229
2022,100,40,17.67701217
2022,100,40.25,18.57335478
2022,100,40.5,11.02386323
2022,100,40.75,10.90505577
2022,100,41,8.909795038
2022,100,41.25,8.505094512
2022,100,41.5,13.19900666
2022,100,41.75,10.964169
2022,100,42,6.468398363
2022,100,42.25,10.964169
2022,100,42.5,13.10416052
2022,100.25,21.5,45.73289256
2022,100.25,21.75,32.19395716
2022,100.25,22,11.98809089
2022,100.25,22.25,33.74704948
2022,100.25,22.5,32.63552945
2022,100.25,22.75,33.86934865
2022,100.25,23,33.51184971
2022,100.25,23.25,33.80439312
2022,100.25,23.5,26.24891388
2022,100.25,23.75,10.93880744
2022,100.25,24,11.00911261
2022,100.25,24.25,19.96948551
2022,100.25,24.5,10.7114419
2022,100.25,24.75,10.72663232
2022,100.25,25,26.71025245
2022,100.25,25.25,8.540328345
2022,100.25,25.5,5.677147999
2022,100.25,25.75,45.18163433
2022,100.25,26,21.43199615
