scenarios,change_rate
A_omnivore_near_ssp245,-0.273528332
A_omnivore_near_ssp245,0.243377072
A_omnivore_near_ssp245,0.260719697
A_omnivore_near_ssp245,0.738822064
A_omnivore_near_ssp245,0.761638034
A_omnivore_near_ssp245,-0.062443261
A_omnivore_near_ssp245,1.198862617
A_omnivore_near_ssp245,0.911811574
A_omnivore_near_ssp245,1.411711217
A_omnivore_near_ssp245,0.570058353
A_omnivore_near_ssp245,0.061954272
A_omnivore_near_ssp245,1.223485029
A_omnivore_near_ssp245,0.05715589
A_omnivore_near_ssp245,0.338927167
A_omnivore_near_ssp245,0.378755792
A_omnivore_near_ssp245,0.415034494
A_omnivore_near_ssp245,0.090919452
A_omnivore_near_ssp245,0.459544347
A_omnivore_near_ssp245,0.845595308
A_omnivore_near_ssp245,0.824242861
A_omnivore_near_ssp245,1.122018282
A_omnivore_near_ssp245,0.804251527
A_omnivore_near_ssp245,0.869330315
A_omnivore_near_ssp245,1.101811112
A_omnivore_near_ssp245,1.586233898
A_omnivore_near_ssp245,1.642988475
A_omnivore_near_ssp245,1.401783057
A_omnivore_near_ssp245,0.093525051
A_omnivore_near_ssp245,-0.360362119
A_omnivore_near_ssp245,-0.36456486
A_omnivore_near_ssp245,-0.438403669
A_omnivore_near_ssp245,0.3752968
A_omnivore_near_ssp245,0.223467269
A_omnivore_near_ssp245,0.628171123
A_omnivore_near_ssp245,0.562095146
A_omnivore_near_ssp245,0.692258577
A_omnivore_near_ssp245,0.116628436
A_omnivore_near_ssp245,0.263471865
A_omnivore_near_ssp245,0.423966659
A_omnivore_near_ssp245,1.018278392
A_omnivore_near_ssp245,0.205861153
A_omnivore_near_ssp245,0.345468282
A_omnivore_near_ssp245,0.75064669
A_omnivore_near_ssp245,-0.004739258
A_omnivore_near_ssp245,0.773013338
A_omnivore_near_ssp245,0.758231833
A_omnivore_near_ssp245,0.647308572
A_omnivore_near_ssp245,1.005364369
A_omnivore_near_ssp245,0.558750252
A_omnivore_near_ssp245,0.09807121
A_omnivore_near_ssp245,-0.343331406
A_omnivore_near_ssp245,-0.350066124
A_omnivore_near_ssp245,0.160882522
A_omnivore_near_ssp245,0.122185052
A_omnivore_near_ssp245,-0.319752905
A_omnivore_near_ssp245,-0.257677285
A_omnivore_near_ssp245,-0.266854496
A_omnivore_near_ssp245,0.235884946
A_omnivore_near_ssp245,0.839519697
A_omnivore_near_ssp245,1.161159113
A_omnivore_near_ssp245,0.747639559
A_omnivore_near_ssp245,0.104253861
A_omnivore_near_ssp245,1.511867891
A_omnivore_near_ssp245,1.210196971
A_omnivore_near_ssp245,1.162322094
A_omnivore_near_ssp245,0.61225262
A_omnivore_near_ssp245,0.888118701
A_omnivore_near_ssp245,0.128250977
A_omnivore_near_ssp245,-0.002113931
